loss
6.799354553222656
4.183133602142334
3.384443521499634
3.0567755699157715
2.886606454849243
2.619006395339966
2.5155229568481445
2.44490933418274
2.651451826095581
2.397207260131836
2.2437336444854736
2.1960079669952397
2.137098789215088
2.0839569568634038
1.9659967422485352
1.878493309020996
1.7700443267822266
1.6557698249816897
1.559985637664795
1.4422211647033691
1.329494595527649
1.2004197835922241
1.1218165159225464
1.0742387771606445
1.0374571084976196
